id,code_cs,type,sub_type,water_type,uws,doc_data,bod_in,tn_in,cod_in,no3_in,nh4_in,tp_in,po43_in,bod_out,tn_out,cod_out,no3_out,nh4_out,tp_out,po43_out,water_temp,air_temp,ecoli_in,ecoli_out,heggs_in,heggs_out,surface,hrt,inflow,population,tn_removal,bod_removal,nh4_removal,po4_removal,timestamp,username,email,company,id_sampling,year_operation
113,CW1731p,MS,VSSF+HSSF_CW,Pretreated domestic wastewater,WWTP,"{""authors"":""Jozwiakowski, K; Marzec, M; Kowalczyk-Jusko, A; Gizinska-Gorna, M; Pytka-Woszczylo, A; Malik, A; Listosz, A; Gajewska, M"",""title"":""25 years of research and experiences about the application of constructed wetlands in southeastern Poland"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2019"",""volume"":""127"",""issue"":""undefined"",""startpage"":""440"",""endpage"":""453"",""doi"":""10.1016/j.ecoleng.2018.12.013"",""wos"":""WOS:000455632500045""}",154,166,594,NA,NA,17,NA,2.3,78.5,53.5,NA,NA,0.2,NA,NA,7.42,NA,NA,NA,NA,140,148.8,4.5,45,393.669,682.605,0,75.6,2021-03-04 12:09:28,NA,NA,NA,NA,2019
114,CW1751,CW,HSSF_CW,Greywater,Household,"{""authors"":""Laaffat, J; Aziz, F; Ouazzani, N; Mandi, L"",""title"":""Biotechnological approach of greywater treatment and reuse for landscape irrigation in small"",""journal"":""SAUDI JOURNAL OF BIOLOGICAL SCIENCES"",""year"":""2019"",""volume"":""26"",""issue"":""1"",""startpage"":""83"",""endpage"":""90"",""doi"":""10.1016/j.sjbs.2017.01.006"",""wos"":""WOS:000454639000011""}",44.2,7.1,77.2,NA,NA,0.8,NA,5.74,4.12,8.5,NA,NA,0.4,NA,NA,19.6,300000,20000,NA,NA,12.5,NA,1.2,150,3.576,46.152,0,0.48,2021-03-04 12:09:28,NA,NA,NA,NA,2019
115,CW1779a LLD,CW,French_CW,Raw domestic wastewater,WWTP,"{""authors"":""Lombard-Latune, R; Pelus, L; Fina, N; L'Etang, F; Le Guennec, B; Molle, P"",""title"":""Resilience and reliability of compact vertical-flow treatment wetlands designed for tropical climates"",""journal"":""SCIENCE OF THE TOTAL ENVIRONMENT"",""year"":""2018"",""volume"":""642"",""issue"":""undefined"",""startpage"":""208"",""endpage"":""215"",""doi"":""10.1016/j.scitotenv.2018.06.036"",""wos"":""WOS:000439405600021""}",512,101,1011,NA,76,10.4,NA,19,18,65,NA,9.6,6.3,NA,NA,25.5,NA,NA,NA,NA,720,NA,38.9,900,3228.7,19177.7,326.269,159.49,2021-03-04 12:09:28,NA,NA,NA,NA,2018
116,CW1779b NLD,CW,French_CW,Raw domestic wastewater,WWTP,"{""authors"":""Lombard-Latune, R; Pelus, L; Fina, N; L'Etang, F; Le Guennec, B; Molle, P"",""title"":""Resilience and reliability of compact vertical-flow treatment wetlands designed for tropical climates"",""journal"":""SCIENCE OF THE TOTAL ENVIRONMENT"",""year"":""2018"",""volume"":""642"",""issue"":""undefined"",""startpage"":""208"",""endpage"":""215"",""doi"":""10.1016/j.scitotenv.2018.06.036"",""wos"":""WOS:000439405600021""}",512,101,1011,NA,76,10.4,NA,31,36.1,100,NA,25.7,7.3,NA,NA,25.5,NA,NA,NA,NA,720,NA,38.9,900,2524.61,18710.9,661.663,120.59,2021-03-04 12:09:28,NA,NA,NA,NA,2018
117,CW1779c NLR,CW,French_CW,Raw domestic wastewater,WWTP,"{""authors"":""Lombard-Latune, R; Pelus, L; Fina, N; L'Etang, F; Le Guennec, B; Molle, P"",""title"":""Resilience and reliability of compact vertical-flow treatment wetlands designed for tropical climates"",""journal"":""SCIENCE OF THE TOTAL ENVIRONMENT"",""year"":""2018"",""volume"":""642"",""issue"":""undefined"",""startpage"":""208"",""endpage"":""215"",""doi"":""10.1016/j.scitotenv.2018.06.036"",""wos"":""WOS:000439405600021""}",368,62,725,NA,44,6.9,NA,26,27.4,92,NA,25.1,7.3,NA,NA,25.5,NA,NA,NA,NA,720,NA,72,900,2491.2,24624,776.275,-28.8,2021-03-04 12:09:28,NA,NA,NA,NA,2018
118,CW1779d OLD,CW,French_CW,Raw domestic wastewater,WWTP,"{""authors"":""Lombard-Latune, R; Pelus, L; Fina, N; L'Etang, F; Le Guennec, B; Molle, P"",""title"":""Resilience and reliability of compact vertical-flow treatment wetlands designed for tropical climates"",""journal"":""SCIENCE OF THE TOTAL ENVIRONMENT"",""year"":""2018"",""volume"":""642"",""issue"":""undefined"",""startpage"":""208"",""endpage"":""215"",""doi"":""10.1016/j.scitotenv.2018.06.036"",""wos"":""WOS:000439405600021""}",512,101,1011,NA,76,10.4,NA,38,35.7,111,NA,31.7,8.1,NA,NA,25.5,NA,NA,NA,NA,720,NA,38.9,900,2540.17,18438.6,718.785,89.47,2021-03-04 12:09:28,NA,NA,NA,NA,2018
119,CW1779e OLR,CW,French_CW,Raw domestic wastewater,WWTP,"{""authors"":""Lombard-Latune, R; Pelus, L; Fina, N; L'Etang, F; Le Guennec, B; Molle, P"",""title"":""Resilience and reliability of compact vertical-flow treatment wetlands designed for tropical climates"",""journal"":""SCIENCE OF THE TOTAL ENVIRONMENT"",""year"":""2018"",""volume"":""642"",""issue"":""undefined"",""startpage"":""208"",""endpage"":""215"",""doi"":""10.1016/j.scitotenv.2018.06.036"",""wos"":""WOS:000439405600021""}",368,62,725,NA,44,6.9,NA,32,22.4,104,NA,15.4,5.1,NA,NA,25.5,NA,NA,NA,NA,720,NA,72,900,2851.2,24192,720.72,129.6,2021-03-04 12:09:28,NA,NA,NA,NA,2018
120,CW1780,CW,VSSF_CW,Pretreated domestic wastewater,Household,"{""authors"":""Decezaro, ST; Wolff, DB; Araujo, RK; Faccenda, HB; Perondi, T; Sezerino, PH"",""title"":""Vertical flow constructed wetland planted with Heliconia psittacorum used as decentralized post-treatment of anaerobic effluent in Southern Brazil"",""journal"":""JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART A-TOXIC/HAZARDOUS SUBSTANCES & ENVIRONMENTAL ENGINEERING"",""year"":""2018"",""volume"":""53"",""issue"":""13"",""startpage"":""1131"",""endpage"":""1138"",""doi"":""10.1080/10934529.2018.1530106"",""wos"":""WOS:000459141600002""}",166,NA,323,0.47,59,NA,NA,52,NA,117,26,24,NA,NA,25.1,7.25,NA,NA,NA,NA,24.5,0.535,1.496,10,0,170.544,21.299,0,2021-03-04 12:09:28,NA,NA,NA,NA,2018
121,CW1805,MS,VSSF+HSSF_CW,Pretreated domestic wastewater,Household,"{""authors"":""Marzec, M; Jozwiakowski, K; Debska, A; Gizinska-Gorna, M; Pytka-Woszczylo, A; Kowalczyk-Jusko, A; Listosz, A"",""title"":""The Efficiency and Reliability of Pollutant Removal in a Hybrid Constructed Wetland with Common Reed, Manna Grass, and Virginia Mallow"",""journal"":""WATER"",""year"":""2018"",""volume"":""10"",""issue"":""10"",""startpage"":""undefined"",""endpage"":""undefined"",""doi"":""10.3390/w10101445"",""wos"":""WOS:000451208400160""}",14.2,46.4,34.15,15.32,6.705,4.815,NA,2.9,11.5,11.8,1.84,2.79,0.53,NA,NA,7.25,NA,NA,NA,NA,110,633.6,4.62,21,156.489,57.6659,0,19.7967,2021-03-04 12:09:28,NA,NA,NA,NA,2018
122,CW1805a,CW,VSSF_CW,Pretreated domestic wastewater,Household,"{""authors"":""Marzec, M; Jozwiakowski, K; Debska, A; Gizinska-Gorna, M; Pytka-Woszczylo, A; Kowalczyk-Jusko, A; Listosz, A"",""title"":""The Efficiency and Reliability of Pollutant Removal in a Hybrid Constructed Wetland with Common Reed, Manna Grass, and Virginia Mallow"",""journal"":""WATER"",""year"":""2018"",""volume"":""10"",""issue"":""10"",""startpage"":""undefined"",""endpage"":""undefined"",""doi"":""10.3390/w10101445"",""wos"":""WOS:000451208400160""}",284,84.9,588.4,0.99,76,13.6,NA,18.2,52.9,35.5,18.55,6.45,5.3,NA,NA,7.25,NA,NA,NA,NA,30,72,1.26,21,40.3292,334.938,0,10.453,2021-03-04 12:09:28,NA,NA,NA,NA,2018
123,CW1805b,CW,VSSF_CW,Pretreated domestic wastewater,Household,"{""authors"":""Marzec, M; Jozwiakowski, K; Debska, A; Gizinska-Gorna, M; Pytka-Woszczylo, A; Kowalczyk-Jusko, A; Listosz, A"",""title"":""The Efficiency and Reliability of Pollutant Removal in a Hybrid Constructed Wetland with Common Reed, Manna Grass, and Virginia Mallow"",""journal"":""WATER"",""year"":""2018"",""volume"":""10"",""issue"":""10"",""startpage"":""undefined"",""endpage"":""undefined"",""doi"":""10.3390/w10101445"",""wos"":""WOS:000451208400160""}",284,84.9,588.4,0.99,76,13.6,NA,10.2,39.9,32.8,12.09,6.96,4.33,NA,NA,7.25,NA,NA,NA,NA,30,72,1.26,21,56.6962,344.958,0,11.6868,2021-03-04 12:09:28,NA,NA,NA,NA,2018
124,CW1815,CW,HSSF_CW,Secondary treated wastewater,WWTP,"{""authors"":""Mishra, VK; Otter, P; Shukla, R; Goldmaier, A; Alvarez, JA; Khalil, N; Avila, C; Arias, C; Amersek, I"",""title"":""Application of horizontal flow constructed wetland and solar driven disinfection technologies for wastewater treatment in India"",""journal"":""WATER PRACTICE AND TECHNOLOGY"",""year"":""2018"",""volume"":""13"",""issue"":""3"",""startpage"":""469"",""endpage"":""480"",""doi"":""10.2166/wpt.2018.029"",""wos"":""WOS:000458580200002""}",48,NA,NA,2.71076,NA,NA,1.95759,26,NA,NA,0.433722,NA,NA,0.450245,20.8,21.7,NA,NA,NA,NA,35,NA,10,83.3333,NA,220,0,15.0734,2021-03-04 12:09:28,NA,NA,NA,NA,2018
125,CW1821 full,MS,VSSF+HSSF_CW,Pretreated domestic wastewater,Household,"{""authors"":""Gajewska, M; Skrzypiec, K; Jozwiakowski, K; Bugajski, P"",""title"":""Kinetics of pollutants removal in hybrid treatment wetlands - Case study comparison"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2018"",""volume"":""120"",""issue"":""undefined"",""startpage"":""222"",""endpage"":""229"",""doi"":""10.1016/j.ecoleng.2018.06.006"",""wos"":""WOS:000444614500026""}",168.7,134.3,408.1,NA,110,NA,NA,11.7,54.3,40.4,NA,3,NA,NA,NA,8,NA,NA,NA,NA,48,614.4,0.3,3,24,47.1,0.875455,0,2021-03-04 12:09:28,NA,NA,NA,NA,2018
126,CW1821a,CW,HSSF_CW,Pretreated domestic wastewater,Household,"{""authors"":""Gajewska, M; Skrzypiec, K; Jozwiakowski, K; Bugajski, P"",""title"":""Kinetics of pollutants removal in hybrid treatment wetlands - Case study comparison"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2018"",""volume"":""120"",""issue"":""undefined"",""startpage"":""222"",""endpage"":""229"",""doi"":""10.1016/j.ecoleng.2018.06.006"",""wos"":""WOS:000444614500026""}",168.7,134.3,408.1,NA,110,NA,NA,64.7,115.3,174.3,NA,98,NA,NA,NA,8,NA,NA,NA,NA,24,384,0.3,3,5.7,31.2,3.20727,0,2021-03-04 12:09:28,NA,NA,NA,NA,2018
127,CW1821b,CW,VSSF_CW,Pretreated domestic wastewater,Household,"{""authors"":""Gajewska, M; Skrzypiec, K; Jozwiakowski, K; Bugajski, P"",""title"":""Kinetics of pollutants removal in hybrid treatment wetlands - Case study comparison"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2018"",""volume"":""120"",""issue"":""undefined"",""startpage"":""222"",""endpage"":""229"",""doi"":""10.1016/j.ecoleng.2018.06.006"",""wos"":""WOS:000444614500026""}",64.7,115.3,174.3,NA,98,NA,NA,12.2,60,46.4,NA,19,NA,NA,NA,8,NA,NA,NA,NA,24,230.4,0.3,3,16.59,15.75,4.5949,0,2021-03-04 12:09:28,NA,NA,NA,NA,2018
128,CW1821c,CW,VSSF_CW,Pretreated domestic wastewater,Household,"{""authors"":""Gajewska, M; Skrzypiec, K; Jozwiakowski, K; Bugajski, P"",""title"":""Kinetics of pollutants removal in hybrid treatment wetlands - Case study comparison"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2018"",""volume"":""120"",""issue"":""undefined"",""startpage"":""222"",""endpage"":""229"",""doi"":""10.1016/j.ecoleng.2018.06.006"",""wos"":""WOS:000444614500026""}",168.7,134.3,408.1,NA,110,NA,NA,18.4,71.7,54.4,NA,5,NA,NA,NA,8,NA,NA,NA,NA,24,230.4,0.3,3,18.78,45.09,1.43182,0,2021-03-04 12:09:28,NA,NA,NA,NA,2018
129,CW1821d,CW,HSSF_CW,Pretreated domestic wastewater,Household,"{""authors"":""Gajewska, M; Skrzypiec, K; Jozwiakowski, K; Bugajski, P"",""title"":""Kinetics of pollutants removal in hybrid treatment wetlands - Case study comparison"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2018"",""volume"":""120"",""issue"":""undefined"",""startpage"":""222"",""endpage"":""229"",""doi"":""10.1016/j.ecoleng.2018.06.006"",""wos"":""WOS:000444614500026""}",18.4,71.7,54.4,NA,5,NA,NA,11.7,54.3,40.4,NA,3,NA,NA,NA,8,NA,NA,NA,NA,24,384,0.3,3,5.22,2.01,0.36,0,2021-03-04 12:09:28,NA,NA,NA,NA,2018
130,CW1829,CW,HSSF_CW,Pretreated domestic wastewater,Household,"{""authors"":""Jozwiakowski, K; Bugajski, P; Kurek, K; de Carvalho, MDN; Almeida, MAA; Siwiec, T; Borowski, G; Czekala, W; Dach, J; Gajewska, M"",""title"":""The efficiency and technological reliability of biogenic compounds removal during long-term operation of a one-stage subsurface horizontal flow constructed wetland"",""journal"":""SEPARATION AND PURIFICATION TECHNOLOGY"",""year"":""2018"",""volume"":""202"",""issue"":""undefined"",""startpage"":""216"",""endpage"":""226"",""doi"":""10.1016/j.seppur.2018.03.058"",""wos"":""WOS:000435063000023""}",163.2,71.5,329.8,0.4,55.6,24.8,NA,21.7,32.9,57.8,3,23.8,6.1,NA,10.7,7.7,NA,NA,NA,NA,186,1190.4,1.2,10,44.0154,169.8,15.3367,22.44,2021-03-04 12:09:28,NA,NA,NA,NA,2018
131,CW1841,CW,R_CW,Pretreated domestic wastewater,WWTP,"{""authors"":""Al-Zreiqat, I; Abbassi, B; Headley, T; Nivala, J; van Afferden, M; Muller, RA"",""title"":""Influence of septic tank attached growth media on total nitrogen removal in a recirculating vertical flow constructed wetland for treatment of domestic wastewater"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2018"",""volume"":""118"",""issue"":""undefined"",""startpage"":""171"",""endpage"":""178"",""doi"":""10.1016/j.ecoleng.2018.05.013"",""wos"":""WOS:000432518800019""}",44,55,126,13,25,NA,NA,32,52,42,38,1,NA,NA,NA,16.6,NA,NA,NA,NA,20,NA,2.16,NA,6.48,25.92,2.0736,0,2021-03-04 12:09:28,NA,NA,NA,NA,2018
132,CW1853,CW,VSSF_CW,Raw domestic wastewater,Household,"{""authors"":""Dubois, V; Molle, P"",""title"":""On-site single-stage constructed wetland fed by raw wastewater: performances and resilience of the system"",""journal"":""WATER SCIENCE AND TECHNOLOGY"",""year"":""2018"",""volume"":""78"",""issue"":""2"",""startpage"":""459"",""endpage"":""465"",""doi"":""10.2166/wst.2018.319"",""wos"":""WOS:000445517400022""}",767,NA,1853,1.4,152,29,10,7,NA,62,69,7.8,17,14,NA,12.1,NA,NA,NA,NA,7,31.2,0.29,4,0,220.4,2.14592,3.48,2021-03-04 12:09:28,NA,NA,NA,NA,2018
133,CW1862,CW,FWS_CW,Pretreated domestic wastewater,WWTP,"{""authors"":""Fu, XX; Wu, XF; Zhou, SY; Chen, YH; Chen, ML; Chen, RH"",""title"":""A Constructed Wetland System for Rural Household Sewage Treatment in Subtropical Regions"",""journal"":""WATER"",""year"":""2018"",""volume"":""10"",""issue"":""6"",""startpage"":""undefined"",""endpage"":""undefined"",""doi"":""10.3390/w10060716"",""wos"":""WOS:000436515100047""}",88.8,38.3,172.5,NA,36.4,3.92,NA,73.8,35.3,123.9,NA,32.6,3.32,NA,NA,18.5,NA,NA,NA,NA,4,NA,2,NA,6,30,6.80659,1.2,2021-03-04 12:09:28,NA,NA,NA,NA,2018
134,CW1862a,CW,HSSF_CW,Pretreated domestic wastewater,WWTP,"{""authors"":""Fu, XX; Wu, XF; Zhou, SY; Chen, YH; Chen, ML; Chen, RH"",""title"":""A Constructed Wetland System for Rural Household Sewage Treatment in Subtropical Regions"",""journal"":""WATER"",""year"":""2018"",""volume"":""10"",""issue"":""6"",""startpage"":""undefined"",""endpage"":""undefined"",""doi"":""10.3390/w10060716"",""wos"":""WOS:000436515100047""}",73.8,35.3,123.9,NA,32.6,3.32,NA,40.5,31.2,85.6,NA,27.7,2.84,NA,NA,18.5,NA,NA,NA,NA,4,48,2,16.6667,8.2,66.6,8.32699,0.96,2021-03-04 12:09:28,NA,NA,NA,NA,2018
135,CW1862b,CW,HSSF_CW,Pretreated domestic wastewater,WWTP,"{""authors"":""Fu, XX; Wu, XF; Zhou, SY; Chen, YH; Chen, ML; Chen, RH"",""title"":""A Constructed Wetland System for Rural Household Sewage Treatment in Subtropical Regions"",""journal"":""WATER"",""year"":""2018"",""volume"":""10"",""issue"":""6"",""startpage"":""undefined"",""endpage"":""undefined"",""doi"":""10.3390/w10060716"",""wos"":""WOS:000436515100047""}",40.5,31.2,85.6,NA,27.7,2.84,NA,30.1,25.1,56,NA,22,2.23,NA,NA,18.5,NA,NA,NA,NA,4,48,2,16.6667,12.2,20.8,9.05415,1.22,2021-03-04 12:09:28,NA,NA,NA,NA,2018
136,CW1862c,CW,HSSF_CW,Pretreated domestic wastewater,WWTP,"{""authors"":""Fu, XX; Wu, XF; Zhou, SY; Chen, YH; Chen, ML; Chen, RH"",""title"":""A Constructed Wetland System for Rural Household Sewage Treatment in Subtropical Regions"",""journal"":""WATER"",""year"":""2018"",""volume"":""10"",""issue"":""6"",""startpage"":""undefined"",""endpage"":""undefined"",""doi"":""10.3390/w10060716"",""wos"":""WOS:000436515100047""}",30.1,25.1,56,NA,22,2.23,NA,17.7,20.1,30.4,NA,17.8,1.5,NA,NA,18.5,NA,NA,NA,NA,4,48,2,16.6667,10,24.8,6.79636,1.46,2021-03-04 12:09:28,NA,NA,NA,NA,2018
137,CW1913a,CW,HSSF_CW,Pretreated domestic wastewater,WWTP,"{""authors"":""Gholizadeh, A; Gholami, M; Davoudi, R; Rastegar, A; Miri, M"",""title"":""Efficiency and kinetic modeling of removal of nutrients and organic matter from a full-scale constructed wetland in Qasr-e-Shirin, Iran"",""journal"":""ENVIRONMENTAL HEALTH ENGINEERING AND MANAGEMENT JOURNAL"",""year"":""2015"",""volume"":""2"",""issue"":""3"",""startpage"":""107"",""endpage"":""116"",""doi"":""undefined"",""wos"":""WOS:000456033000002""}",123,31,211,NA,NA,5.2,NA,27,17,51,NA,NA,3.8,NA,NA,14.5,NA,NA,NA,NA,3125,124.8,2160,30000,30240,207360,0,3024,2021-03-04 12:09:28,NA,NA,NA,NA,2015
138,CW1913b,CW,HSSF_CW,Pretreated domestic wastewater,WWTP,"{""authors"":""Gholizadeh, A; Gholami, M; Davoudi, R; Rastegar, A; Miri, M"",""title"":""Efficiency and kinetic modeling of removal of nutrients and organic matter from a full-scale constructed wetland in Qasr-e-Shirin, Iran"",""journal"":""ENVIRONMENTAL HEALTH ENGINEERING AND MANAGEMENT JOURNAL"",""year"":""2015"",""volume"":""2"",""issue"":""3"",""startpage"":""107"",""endpage"":""116"",""doi"":""undefined"",""wos"":""WOS:000456033000002""}",109,31.4,190,NA,NA,6.4,NA,19,16.5,38,NA,NA,3.6,NA,NA,14.5,NA,NA,NA,NA,3125,124.8,2160,30000,32184,194400,0,6048,2021-03-04 12:09:28,NA,NA,NA,NA,2015
139,CW1913c,CW,HSSF_CW,Pretreated domestic wastewater,WWTP,"{""authors"":""Gholizadeh, A; Gholami, M; Davoudi, R; Rastegar, A; Miri, M"",""title"":""Efficiency and kinetic modeling of removal of nutrients and organic matter from a full-scale constructed wetland in Qasr-e-Shirin, Iran"",""journal"":""ENVIRONMENTAL HEALTH ENGINEERING AND MANAGEMENT JOURNAL"",""year"":""2015"",""volume"":""2"",""issue"":""3"",""startpage"":""107"",""endpage"":""116"",""doi"":""undefined"",""wos"":""WOS:000456033000002""}",137,30.6,232,NA,NA,6.4,NA,35,17.5,64,NA,NA,4,NA,NA,14.5,NA,NA,NA,NA,3125,124.8,2160,30000,28296,220320,0,5184,2021-03-04 12:09:28,NA,NA,NA,NA,2015
140,CW1924 F1 S,CW,CSO_CW,CSO water,NA,"{""authors"":""Palfy, TG; Gerodolle, M; Gourdon, R; Meyer, D; Troesch, S; Molle, P"",""title"":""Performance assessment of a vertical flow constructed wetland treating unsettled combined sewer overflow"",""journal"":""WATER SCIENCE AND TECHNOLOGY"",""year"":""2017"",""volume"":""75"",""issue"":""11"",""startpage"":""2586"",""endpage"":""2597"",""doi"":""10.2166/wst.2017.126"",""wos"":""WOS:000403486600011""}",NA,NA,220,13,14,NA,6.5,NA,NA,40,24.5,3,NA,6,15,11.7,NA,NA,NA,NA,498,NA,54.5753,NA,0,0,128.642,0,2021-03-04 12:09:28,NA,NA,NA,NA,2017
141,CW1928,CW,CSO_CW,CSO water,WWTP,"{""authors"":""Scheurer, M; Hess, S; Luddeke, F; Sacher, F; Gude, H; Loffler, H; Gallert, C"",""title"":""Removal of micropollutants, facultative pathogenic and antibiotic resistant bacteria in a full-scale retention soil filter receiving combined sewer overflow"",""journal"":""ENVIRONMENTAL SCIENCE-PROCESSES & IMPACTS"",""year"":""2015"",""volume"":""17"",""issue"":""1"",""startpage"":""186"",""endpage"":""196"",""doi"":""10.1039/c4em00494a"",""wos"":""WOS:000346898500017""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,7000000,10000,NA,NA,2000,NA,864,NA,0,0,0,0,2021-03-04 12:09:28,NA,NA,NA,NA,2015
142,CW2747,CW,CSO_CW,CSO water,NA,"{""authors"":""Tondera, K; Koenen, S; Pinnekamp, J"",""title"":""Survey monitoring results on the reduction of micropollutants, bacteria, bacteriophages and TSS in retention soil filters"",""journal"":""WATER SCIENCE AND TECHNOLOGY"",""year"":""2013"",""volume"":""68"",""issue"":""5"",""startpage"":""1004"",""endpage"":""1012"",""doi"":""10.2166/wst.2013.340"",""wos"":""WOS:000324544800006""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,2210,527.862,190.959,NA,0,0,0,0,2021-03-04 12:09:28,NA,NA,NA,NA,2013
143,CW283a,CW,HSSF_CW,Pretreated domestic wastewater,WWTP,"{""authors"":""Jacome, JA; Molina, J; Suarez, J; Mosqueira, G; Torres, D"",""title"":""Performance of constructed wetland applied for domestic wastewater treatment: Case study at Boimorto (Galicia, Spain)"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2016"",""volume"":""95"",""issue"":""undefined"",""startpage"":""324"",""endpage"":""329"",""doi"":""10.1016/j.ecoleng.2016.06.049"",""wos"":""WOS:000385371400038""}",127,26,245,0.17,19,3.3,NA,22,15,44,0.05,13,2.2,NA,13.83,14.21,NA,NA,NA,NA,630,252,15,120,165,1575,61.5789,16.5,2021-03-04 12:09:28,NA,NA,NA,NA,2016
144,CW283b,CW,HSSF_CW,Pretreated domestic wastewater,WWTP,"{""authors"":""Jacome, JA; Molina, J; Suarez, J; Mosqueira, G; Torres, D"",""title"":""Performance of constructed wetland applied for domestic wastewater treatment: Case study at Boimorto (Galicia, Spain)"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2016"",""volume"":""95"",""issue"":""undefined"",""startpage"":""324"",""endpage"":""329"",""doi"":""10.1016/j.ecoleng.2016.06.049"",""wos"":""WOS:000385371400038""}",97,30,178,0.4,20,3.5,NA,18,14,43,0.2,11,1.8,NA,13.83,14.21,NA,NA,NA,NA,630,252,15,120,240,1185,74.25,25.5,2021-03-04 12:09:28,NA,NA,NA,NA,2016
145,CW284a,CW,HSSF_CW,Pretreated domestic wastewater,Household,"{""authors"":""Patil, YM; Munavalli, GR"",""title"":""Performance evaluation of an Integrated On-site Greywater Treatment System in a tropical region"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2016"",""volume"":""95"",""issue"":""undefined"",""startpage"":""492"",""endpage"":""500"",""doi"":""10.1016/j.ecoleng.2016.06.078"",""wos"":""WOS:000385371400057""}",113,NA,140,NA,8.25,0.98,NA,59,NA,71,NA,4,0.47,NA,28.5,26,NA,NA,NA,NA,25,168,4.5,150,0,243,9.27273,2.295,2021-03-04 12:09:28,NA,NA,NA,NA,2016
146,CW284b,CW,HSSF_CW,Pretreated domestic wastewater,Household,"{""authors"":""Patil, YM; Munavalli, GR"",""title"":""Performance evaluation of an Integrated On-site Greywater Treatment System in a tropical region"",""journal"":""ECOLOGICAL ENGINEERING"",""year"":""2016"",""volume"":""95"",""issue"":""undefined"",""startpage"":""492"",""endpage"":""500"",""doi"":""10.1016/j.ecoleng.2016.06.078"",""wos"":""WOS:000385371400057""}",114,NA,146,NA,9.8,1.17,NA,68,NA,84,NA,5.54,0.68,NA,27,26,NA,NA,NA,NA,25,66,4.5,150,0,207,10.8369,2.205,2021-03-04 12:09:28,NA,NA,NA,NA,2016
